chr	start	stop	CF	ApcMin_Adenom_MeDIP10.2.bam.counts	ApcMin_Adenom_MeDIP2.1.bam.counts	ApcMin_Adenom_MeDIP4.1.bam.counts	ApcMin_Adenom_MeDIP4.2.bam.counts	ApcMin_Adenom_MeDIP9.3.bam.counts	B6_MeDIP10.1.bam.counts	B6_MeDIP16.8.bam.counts	B6_MeDIP4.4.bam.counts	B6_MeDIP4.5.bam.counts	ApcMin_Normal_MeDIP4.3.bam.counts	ApcMin_Normal_MeDIP9.2.bam.counts	ApcMin_Normal_MeDIP9.4.bam.counts	ApcMin_Adenom_MeDIP10.2.bam.rpkm	ApcMin_Adenom_MeDIP2.1.bam.rpkm	ApcMin_Adenom_MeDIP4.1.bam.rpkm	ApcMin_Adenom_MeDIP4.2.bam.rpkm	ApcMin_Adenom_MeDIP9.3.bam.rpkm	B6_MeDIP10.1.bam.rpkm	B6_MeDIP16.8.bam.rpkm	B6_MeDIP4.4.bam.rpkm	B6_MeDIP4.5.bam.rpkm	ApcMin_Normal_MeDIP4.3.bam.rpkm	ApcMin_Normal_MeDIP9.2.bam.rpkm	ApcMin_Normal_MeDIP9.4.bam.rpkm	ApcMin_Adenom_MeDIP10.2.bam.rms	ApcMin_Adenom_MeDIP2.1.bam.rms	ApcMin_Adenom_MeDIP4.1.bam.rms	ApcMin_Adenom_MeDIP4.2.bam.rms	ApcMin_Adenom_MeDIP9.3.bam.rms	B6_MeDIP10.1.bam.rms	B6_MeDIP16.8.bam.rms	B6_MeDIP4.4.bam.rms	B6_MeDIP4.5.bam.rms	ApcMin_Normal_MeDIP4.3.bam.rms	ApcMin_Normal_MeDIP9.2.bam.rms	ApcMin_Normal_MeDIP9.4.bam.rms	ApcMin_Adenom_MeDIP10.2.bam.prob	ApcMin_Adenom_MeDIP2.1.bam.prob	ApcMin_Adenom_MeDIP4.1.bam.prob	ApcMin_Adenom_MeDIP4.2.bam.prob	ApcMin_Adenom_MeDIP9.3.bam.prob	B6_MeDIP10.1.bam.prob	B6_MeDIP16.8.bam.prob	B6_MeDIP4.4.bam.prob	B6_MeDIP4.5.bam.prob	ApcMin_Normal_MeDIP4.3.bam.prob	ApcMin_Normal_MeDIP9.2.bam.prob	ApcMin_Normal_MeDIP9.4.bam.prob	MSets1.counts.mean	MSets1.rpkm.mean	MSets1.rms.mean	MSets1.prob.mean	MSets2.counts.mean	MSets2.rpkm.mean	MSets2.rms.mean	MSets2.prob.mean	edgeR.logFC	edgeR.logCPM	edgeR.p.value	edgeR.adj.p.value
chr2	115886251	115886500	9	13	10	21	11	13	4	1	2	4	4	3	4	2.52310166440283	2.93266462714505	4.19428214486601	2.60318092142902	2.89877467679499	0.81607637822039	0.20105140839276	0.438530519312226	0.770857723753499	0.910708295977692	0.473949222976047	0.74166462824779	0.145833473579806	0.258849665662012	0.257239596929951	0.193643042995209	0.204728560671381	0.0477996885079512	0.0168048702206541	0.0304102039117601	0.0441845057316767	0.066367259931605	0.0249531767677536	0.042682497543156	0.181735541859711	0.421181340784602	0.897158603725517	0.309776808888388	0.447683512315981	0.000174491172959645	8.25826749456526e-05	6.51994170312031e-05	0.000130241633231276	0.00221403822690958	7.56976342830562e-06	0.000137599233822838	13.6	3.03040080692758	0.212058867967672	0.45150716151484	3.14285714285714	0.621834025268629	0.0390288860877938	0.000401674588904071	2.27328089609949	-1.00619469969722	1.93138571721279e-12	1.37623728417002e-05
chr2	119567251	119567500	8	18	8	18	9	10	1	4	1	7	4	5	2	3.49352538148084	2.34613170171604	3.59509898131372	2.12987529935102	2.22982667445768	0.204019094555098	0.804205633571041	0.219265259656113	1.34900101656862	0.910708295977692	0.789915371626745	0.370832314123895	0.219331426381216	0.225396108291851	0.241758507487134	0.172594570629569	0.172736445881456	0.0129200653415553	0.0688994919101735	0.0164438770907042	0.0847958612810211	0.0718971720208883	0.0440251666303854	0.0233425782131451	0.748292960248779	0.288701925129789	0.828488396745151	0.213921722557258	0.259592451814658	2.32908204311766e-06	0.00954458681920123	2.3196413345139e-05	0.0105606059793055	0.00474773004156548	0.00033810825240943	1.80361173431898e-05	12.6	2.75889160766386	0.206363411734245	0.467799491299127	3.42857142857143	0.663992426582744	0.0460463160696961	0.00360494181503044	2.03936754847889	-1.0534141468504	2.49553720662182e-09	0.0177823172097531
chr2	148221251	148221500	16	24	19	28	30	30	7	7	8	18	5	9	15	4.65803384197446	5.5720627915756	5.59237619315468	7.09958433117005	6.68948002337304	1.42813366188568	1.40735985874932	1.75412207724891	3.46885975689075	1.13838536997211	1.42184766892814	2.78124235592921	0.152996273666067	0.270028718310596	0.197083627095066	0.304148538057682	0.271745983774648	0.0453627474043418	0.0626829735496384	0.0669458565139668	0.114242788079352	0.0457316863800703	0.0403191957625935	0.0916840841227573	0.139105446799413	0.41489919739189	0.521819632155619	0.926065721389593	0.880047110998659	1.644340736906e-07	0.000143572219813426	3.2424970303202e-05	0.0110157481765638	1.52373217421342e-06	1.49222719514341e-07	0.00163080792185966	26.2	5.92230743624957	0.239200628180812	0.576387421747035	9.85714285714286	1.91427867851487	0.0667099045446743	0.0018320558110725	1.60768808973975	-0.0242066345744337	1.42596843536015e-11	0.000101609477035187
chr2	148221501	148221750	22	22	23	29	31	35	11	9	10	20	6	13	18	4.26986435514325	6.74512864243362	5.79210391433878	7.33623714220905	7.80439336060188	2.24421004010607	1.80946267553484	2.19265259656113	3.85428861876749	1.36606244396654	2.05377996622954	3.33749082711505	0.101388202507311	0.236200006720583	0.147810227142403	0.228031695565994	0.229700779265386	0.0513756436251592	0.0590616357527922	0.0605972021153219	0.0918855597342373	0.0397372007439477	0.0422612881904432	0.0796411373298988	0.000498978735593347	0.172545000242805	0.0558348818727382	0.464423586971593	0.613309265439739	3.91796839416259e-09	4.51523002131804e-06	2.79013867454658e-07	0.000130797758480683	3.24116589123236e-09	1.4362656619582e-09	2.67164785374696e-05	28	6.38954548294532	0.188626182240335	0.261322342652494	12.4285714285714	2.40827816689724	0.0606513810702572	2.31881537581247e-05	1.37928894181585	0.140419660609022	3.30787575311022e-09	0.0235707549365225
chr2	173079501	173079750	9	8	5	11	7	9	30	35	34	42	18	32	19	1.55267794732482	1.46633231357253	2.19700493302505	1.65656967727301	2.00684400701191	6.12057283665293	7.03679929374661	7.45501882830785	8.09400609941174	4.09818733189961	5.05545837841117	3.522906984177	0.0897436760491111	0.129424832831006	0.134744550772831	0.123227390996951	0.141735157387879	0.358497663809634	0.588170457722892	0.516973466499922	0.463937310182606	0.298652669692222	0.266167218856039	0.202741863329991	0.0106018665481217	0.0307624608558104	0.112575166984485	0.0427633332531505	0.10207775921594	0.99845586602734	0.999999983997626	0.999996802523332	0.999999821866343	0.897429379245442	0.997784721043484	0.705063895923215	8	1.77588577564146	0.123775121607556	0.0597561173715014	30	5.91184996465813	0.385020092870472	0.942675781518112	-1.69308311579102	0.220595063819227	5.58418425984311e-10	0.00397909258185982
chr3	90342251	90342500	6	16	10	15	11	11	41	34	26	48	19	39	41	3.10535589464964	2.93266462714505	2.99591581776144	2.60318092142902	2.45280934190345	8.364782876759	6.83574788535385	5.70089675105894	9.25029268504199	4.32586440589404	6.16133989868861	7.60206243953985	0.265908064715847	0.380501688681982	0.27662339194871	0.287247308405745	0.259700316060201	0.71845711925413	0.710840513247118	0.573795881880335	0.80168084116832	0.458736149654098	0.443947883249481	0.654949065216638	0.915239701959764	0.84383394450872	0.916170794465796	0.796902113928288	0.757854698984692	0.999999999994918	0.999999999776968	0.999994267767992	1	0.998194621485332	0.999999991456537	0.999999999995374	12.6	2.81798532057772	0.293996153962497	0.846000250769452	35.4285714285714	6.8915695631909	0.623201064810017	0.999741268639589	-1.27644251565115	0.506518871629223	1.3554999434253e-08	0.0965881410536868
chr3	90342501	90342750	4	7	7	17	11	9	27	28	28	35	17	33	32	1.35859320390922	2.05286523900154	3.39537126012963	2.60318092142902	2.00684400701191	5.50851555298764	5.62943943499729	6.13942727037117	6.74500508284312	3.87051025790519	5.21344145273652	5.93331702598232	0.224666293940389	0.500272109101649	0.591519814944333	0.533867421888876	0.398264809215825	0.925118293877696	0.967592301546589	1.14295933434333	1.11349795293388	0.761231109668625	0.677849894678743	0.965354702654948	0.737461689351591	0.942463675166597	0.999967355805208	0.995494916229864	0.966736582988443	0.999999999947006	0.999999999993719	0.999999999999048	1	0.999993230188668	0.999999999997369	0.999999999999968	10.2	2.28337092629626	0.449718089818214	0.928424843908341	28.5714285714286	5.57709372540332	0.936229084243401	0.999999032875111	-1.26945310221614	0.22599720057985	8.3589055360708e-09	0.0595626101563863
chr3	90390251	90390500	9	31	14	21	14	28	49	46	34	51	51	71	60	6.01662704588367	4.10573047800307	4.19428214486601	3.31313935454602	6.24351468848151	9.99693563319978	9.24836478606698	7.45501882830785	9.82843597785711	11.6115307737156	11.2167982770998	11.1249694237169	0.347756744690306	0.362389531926817	0.257239596929951	0.246454781993903	0.440953822984512	0.585546184222402	0.773024030150086	0.516973466499922	0.563352448078878	0.846182564127964	0.590558516836836	0.640237463147341	0.999013555738421	0.829006288734045	0.897158603725517	0.629230644425475	0.999643585338739	0.999999999921913	0.999999999999985	0.999996802523332	0.999999999981942	0.999999999999997	1	1	21.6	4.77465874235606	0.330958895705098	0.870810535592439	51.7142857142857	10.0688648142806	0.645124953294776	0.999999543203881	-1.04926314224098	1.06365599011203	1.62829397916145e-09	0.0116026481077298
chr3	122016751	122017000	3	16	9	16	4	6	27	33	28	26	26	42	36	3.10535589464964	2.63939816443055	3.19564353894553	0.946611244156007	1.33789600467461	5.50851555298764	6.63469647696109	6.13942727037117	5.01057520439774	5.919603923855	6.63528912166466	6.67498165423011	0.803645468702991	0.986798159661822	0.844977794319715	0.290063436553845	0.399987461260397	1.47591497467814	1.61526762176521	1.71873770012996	1.25852153812133	1.74855157019619	1.29395475347776	1.65828671441267	0.999999285640812	0.999533315278156	0.99999946483322	0.769223072048755	0.946012987370302	0.999999999999999	1	1	0.999999999999968	0.999999999999999	1	1	10.2	2.24498096937127	0.665094464099754	0.942953625034249	31.1428571428571	6.07472702920963	1.53846212468304	0.999999999999995	-1.39351597097132	0.311027903849224	2.74537377002001e-11	0.000195625643682218
chr3	122017001	122017250	5	15	7	16	3	7	25	31	27	26	24	40	36	2.91127115123403	2.05286523900154	3.19564353894553	0.709958433117005	1.56087867212038	5.10047736387744	6.23259366017557	5.92016201071505	5.01057520439774	5.46424977586615	6.31932297301396	6.67498165423011	0.332273905293082	0.350601519606182	0.390225159973243	0.10301307507844	0.218046559462282	0.586131692283328	0.802300014548945	0.78077198119911	0.576756971406809	0.76070315717242	0.587299648820481	0.760017079298159	0.982238953066963	0.763654413346693	0.995343288814017	0.0875761548630443	0.575116056724931	0.999998374827869	0.999999999935124	0.999999990285662	0.999999500266591	0.999999827869675	0.999999999998285	0.999999999998813	9.6	2.0861234068837	0.278832043882646	0.68078577336313	29.8571428571429	5.817480377468	0.693425792104179	0.999999670454574	-1.41996218404089	0.249353408451705	4.4790443233941e-11	0.000319160887458602
chr4	9371501	9371750	4	26	10	22	13	19	36	41	35	40	29	53	52	5.04620332880566	2.93266462714505	4.39400986605011	3.07648654350702	4.23667068146959	7.34468740398351	8.24310774410317	7.67428408796396	7.70857723753499	6.60263514583827	8.3731029392435	9.64164016722127	0.834474806064302	0.714674441573784	0.76549623110443	0.630934225868672	0.840781263900076	1.23349105850359	1.41683158440751	1.42869916792917	1.27256908906729	1.29857071649354	1.08866801266586	1.56870139181429	0.99999999965067	0.996568347500972	0.999999953567703	0.999450294484615	0.999999611294829	1	1	1	1	0.999999999999957	1	1	18	3.93720700939549	0.757272193702253	0.999203641299758	40.8571428571429	7.9411478179841	1.32964728869732	0.999999999999994	-0.971017189785793	0.759655398243553	7.2206943570394e-09	0.0514521190831547
chr4	45816251	45816500	7	48	36	37	39	52	18	27	29	27	21	23	27	9.31606768394891	10.5575926577222	7.38992568381154	9.22945963052106	11.5950987071799	3.67234370199176	5.42838802660453	6.35869253002728	5.20328963533612	4.78121855388288	3.63361070948303	5.00623624067258	0.6610356656509	1.14144415646357	0.564162108965016	0.847938359237822	1.02085468364378	0.261729683461624	0.498119530306581	0.535251718640611	0.371800082907516	0.424011731910655	0.223012865858531	0.357321019323697	0.999999999999654	0.999999999994866	0.99999998329721	0.999999999990744	1	0.880913452873977	0.999989325114427	0.99999264822792	0.999368323918127	0.996990455537953	0.956578039240345	0.999357781714718	42.4	9.61762887263673	0.847086994792216	0.999999996656495	24.5714285714286	4.86911134257117	0.381606661772745	0.976170003803924	0.989661211886353	0.844293414861723	4.8676486231716e-09	0.0346851458087569
chr4	46587751	46588000	4	12	5	7	6	8	1	0	2	1	1	1	2	2.32901692098723	1.46633231357253	1.39809404828867	1.41991686623401	1.78386133956614	0.204019094555098	0	0.438530519312226	0.192714430938375	0.227677073994423	0.157983074325349	0.370832314123895	0.385142218183524	0.357337220786892	0.243566982624137	0.291200411939387	0.3540131637474	0.0342636405139888	0	0.0816399524530952	0.0318142272266822	0.0447783005687427	0.0205409058993558	0.0603346689159343	0.990628616259704	0.768752432050571	0.778923312921437	0.780069461648458	0.929332785455173	0.0180426426295369	0.00297358494045374	0.0966503214989601	0.0165163849912211	0.037673847469202	0.0039705930261501	0.0557524556848935	7.6	1.67944429772972	0.326251999456268	0.849541321667068	1.14285714285714	0.227393786749909	0.039053099368257	0.0330828328914882	2.80408748350617	-1.71635329376151	2.07784666799725e-09	0.0148060018762746
chr4	123626501	123626750	2	7	12	16	12	8	22	35	22	32	27	40	32	1.35859320390922	3.51919755257406	3.19564353894553	2.83983373246802	1.78386133956614	4.48842008021215	7.03679929374661	4.82383571243449	6.16686179002799	6.14728099784942	6.31932297301396	5.93331702598232	0.580536046033564	2.13239620892052	1.3243787793536	1.3330106165758	0.83271261594882	2.04716023347691	2.52376954297005	2.10726457246412	2.42542966425173	2.82012270795119	1.94089834707931	2.34898025527467	0.997127198583805	0.999999976479802	0.999999999074731	0.99999958190434	0.999611217744312	1	1	0.999999999999999	1	1	1	1	11	2.53942587349259	1.24060685336646	0.999347594757398	30	5.84511969618099	2.31623218906685	1	-1.22966957735864	0.298517496953004	1.21829342318239e-08	0.0868112887601931
chr4	138388001	138388250	8	20	10	16	17	13	66	42	40	59	41	71	49	3.88169486831205	2.93266462714505	3.19564353894553	4.02309778766303	2.89877467679499	13.4652602406364	8.44415915249593	8.77061038624453	11.3701514253641	9.33476003377134	11.2167982770998	9.08539169603543	0.243701584868018	0.281745135364814	0.214896451099674	0.326011966744741	0.224557379645893	0.852724312542648	0.723444665056822	0.657755083628167	0.714707973654321	0.736946013214106	0.625157366151472	0.571893166222055	0.872154339930083	0.532018242525486	0.676492108000512	0.923052768598619	0.583065900909045	1	0.999999999998521	0.999999999062399	1	0.999999999934967	1	0.999999999993249	15.2	3.38637509977213	0.258182503544628	0.717356671992749	52.5714285714286	10.2410187445211	0.697518368638513	0.999999999855591	-1.57506074839114	0.980606874858012	9.22329181065959e-17	6.5721921620751e-10
chr5	3845001	3845250	15	32	25	27	33	28	19	6	15	12	11	23	13	6.21071178929927	7.33166156786263	5.39264847197059	7.80954276428706	6.24351468848151	3.87636279654685	1.20630845035656	3.2889788948417	2.3125731712605	2.50444781393865	3.63361070948303	2.41041004180532	0.217914825746127	0.379588176312386	0.202930169122561	0.357074522961152	0.270789384678353	0.131628741376589	0.0572038475722887	0.134033732520582	0.0813327545100783	0.107432074578819	0.109967077632569	0.0848542652259901	0.777331340882916	0.915760612627307	0.583518822240413	0.990292469177343	0.870021876438173	0.0273242538650688	0.000115934135149431	0.0273023740428878	0.000435724897139167	0.00372213187170201	0.0426479576295128	0.00102276196259088	29	6.59761585638021	0.285659415764116	0.82738502427323	14.1428571428571	2.74752741117609	0.100921784773845	0.0146530197720073	1.23994559816432	0.23120234598238	1.12765511151638e-09	0.00803527226241138
chr5	29798501	29798750	8	40	26	38	37	38	14	19	15	20	17	31	30	7.76338973662409	7.62492803057713	7.58965340499564	8.75615400844306	8.47334136293919	2.85626732377137	3.81997675946245	3.2889788948417	3.85428861876749	3.87051025790519	4.89747530408582	5.56248471185843	0.487403169736036	0.732537351948516	0.510379071361727	0.709555457032672	0.656398494349534	0.180880914781774	0.327272586573324	0.246658156360563	0.242273889374346	0.305562981088775	0.272956033108389	0.350138673197177	0.999999887708285	0.999987131043472	0.999999858275892	0.999999996406035	0.999999996235282	0.387228251512461	0.98352448374719	0.733319028822073	0.873209251103308	0.90784118512549	0.998272329697572	0.999493643905987	35.8	8.04149330871582	0.619254708885697	0.999997373933793	20.8571428571429	4.02142598152749	0.275106176354907	0.84041259627344	0.982370211990932	0.602990595212828	9.7223873799736e-10	0.00692783004669467
